kameria	10613	2763	11052	1499
ambalpul	10614	2526	10104	1499
nugthalli	10615	2388	9552	1499
karidalai	10616	2617	10468	1497
chandapur	10617	2435	9740	1497
panposh	10618	2411	9644	1497
agucha	10619	2379	9516	1497
mathurkang	10620	2647	10588	1490
jakhaura	10621	2634	10536	1500
rongra	10622	2519	10076	1500
balgaon	10623	2386	9544	1502
kitha	10624	2452	9808	1502
imlauta	10625	2591	10364	1502
bettadpur	10626	2419	9676	1502
bangarua	10627	2492	9968	1501
bijpur	10628	2507	10028	1499
yellandu	10629	2537	10148	1499
devadanpat	10630	2245	8980	1500
paradise_resort	10700
barampura	10701	2617	10468	1500
garha	10702	2435	9740	1500
jainpur	10703	2411	9644	1501
khainduli	10704	2379	9516	1501
kacchwa	10705	2647	10588	1501
padakalu	10706	2634	10536	1502
moilang	10707	2519	10076	1502
bardal	10708	2386	9544	1502
vithalgadh	10709	2452	9808	1502
mavlingem	10710	2591	10364	1499
jangipur	10711	2419	9676	1499
pacher	10712	2492	9968	1499
sukhdaspur	10713	2507	10028	1499
kaitha	10714	2537	10148	1499
chatoli	10715	2245	8980	1497
richenpung	10716	2176	8704	1497
sembivam	10717	2345	9380	1499
lachhman	10718	2534	10136	1498
naua	10719	2317	9268	1498
rautela	10720	2793	11172	1498
bhakodar	10721	2217	8868	1498
nandoli	10722	2621	10484	1497
thiritsha	10723	2378	9512	1497
uparpali	10724	2399	9596	1499
kunyibal	10725	2463	9852	1498
pachkut	10726	2577	10308	1497
chandipa	10727	2479	9916	1498
deolia	10728	2763	11052	198
deshnok	10729	2526	10104	1498
adanki	10730	2388	9552	1499
bootcamp	10800
saunsari	10801	2245	8980	1451
mandasor	10802	2388	9552	1451
narel	10803	2537	10148	1451
daund	10804	2526	10104	1452
tundoo	10805	2507	10028	1452
gakulnagri	10806	2763	11052	1452
sigadam	10807	2492	9968	1450
jaito	10808	2479	9916	1449
baraud	10809	2419	9676	1449
simardha	10810	2577	10308	1449
madira	10811	2591	10364	1448
kunda	10812	2463	9852	1448
wopazwain	10813	2452	9808	1452
parnera	10814	2399	9596	1452
juria	10815	2386	9544	1453
paneli	10816	2378	9512	1453
kurnool	10817	2519	10076	1450
halge	10818	2621	10484	1451
gondher	10819	2634	10536	1451
tirkhi	10820	2217	8868	1452
singhana	10821	2647	10588	1452
umarband	10822	2793	11172	1450
mechanbun	10823	2379	9516	1451
tangedpali	10824	2317	9268	1452
indergarh	10825	2411	9644	1450
daror	10826	2534	10136	1450
khaddum	10827	2435	9740	1452
pithauria	10828	2345	9380	1452
anantsam	10829	2617	10468	1450
dariya	10830	2176	8704	1450
ruins	10900
gurjikunta	10901	2617	10468	1551
sikarapai	10902	2435	9740	1551
bhalli	10903	2411	9644	1552
kakor	10904	2379	9516	1552
singraman	10905	2647	10588	1549
bhogai	10906	2634	10536	1548
kumrol	10907	2519	10076	1549
sainkhera	10908	2386	9544	1548
pamudurthi	10909	2452	9808	1552
uttahur	10910	2591	10364	1552
samudrapur	10911	2419	9676	1549
vangi	10912	2492	9968	1548
jodhe	10913	2507	10028	1551
kavanur	10914	2537	10148	1553
akodha	10915	2245	8980	1548
ottapalam	10916	2176	8704	1548
kutku	10917	2345	9380	1549
sunukothi	10918	2534	10136	1550
kadambatur	10919	2317	9268	1551
merkara	10920	2793	11172	1552
damapeta	10921	2217	8868	1553
dranga	10922	2621	10484	1550
kusumkhor	10923	2378	9512	1551
bhairpur	10924	2399	9596	1552
tonwa	10925	2463	9852	1550
barpoda	10926	2577	10308	1552
kaimganj	10927	2479	9916	1550
tardatipet	10928	2763	11052	1553
ketura	10929	2526	10104	1552
masuri	10930	2388	9552	1548
tambang	11000
topa	11001	2245	8980	1498
baunti	11002	2388	9552	1488
dhaner	11003	2537	10148	1488
phadki	11004	2526	10104	1488
paroli	11005	2507	10028	1498
dumurput	11006	2763	11052	1498
kanjipur	11007	2492	9968	1495
tiruvalarai	11008	2479	9916	1498
boguldega	11009	2419	9676	1498
bargaon	11010	2577	10308	1490
mele	11011	2591	10364	1497
dhangata	11012	2463	9852	1489
gotarka	11013	2452	9808	1498
ganeshpur	11014	2399	9596	1498
karaundia	11015	2386	9544	1500
vasind	11016	2378	9512	1500
keora	11017	2519	10076	1500
kandivali	11018	2621	10484	1502
godri	11019	2634	10536	1501
jusri	11020	2217	8868	1501
satihalli	11021	2647	10588	1502
yelkicher	11022	2793	11172	1500
lachmangar	11023	2379	9516	1500
yaltur	11024	2317	9268	1499
gopimopur	11025	2411	9644	1498
orampur	11026	2534	10136	1498
dahikhed	11027	2435	9740	1498
kesarganj	11028	2345	9380	1497
valnokam	11029	2617	10468	1497
kuchera	11030	2176	8704	1497
quary	11100
maleti	11101	2176	8704	1572
gaunhra	11102	2617	10468	1569
ghura	11103	2345	9380	1569
sajhauli	11104	2435	9740	1571
kumarwa	11105	2534	10136	572
mujha	11106	2411	9644	1568
shingve	11107	2317	9268	1568
jerat	11108	2379	9516	1571
kakori	11109	2793	11172	1572
malvona	11110	2647	10588	1573
gothri	11111	2217	8868	1569
lunava	11112	2634	10536	1572
meli	11113	2621	10484	1569
 lundabad	11114	2519	10076	1569
lacchipur	11115	2378	9512	1571
bhalavni	11116	2686	10744	572
madarki	11117	2399	9596	1568
kathoutha	11118	2452	9808	1568
mebu	11119	2463	9852	1571
arana	11120	2591	10364	1572
sihan	11121	2577	10308	1573
rairu	11122	2419	9676	1569
turkha	11123	2479	9916	1572
chanjimul	11124	2492	9968	1569
krishanpet	11125	2763	11052	1569
yelgaon	11126	2507	10028	1571
fakhrpur	11127	2526	10104	572
dalori	11128	2537	10148	1568
pilkhod	11129	2388	9552	1568
ghurla	11130	2245	8980	1571
bhan	11200
usarha	11201	2245	8980	1531
doorgap	11202	2388	9552	1531
piploda	11203	2537	10148	1530
astrang	11204	2526	10104	1530
logirpur	11205	2507	10028	1532
peddatupra	11206	2763	11052	1532
mathelna	11207	2492	9968	1532
khakarti	11208	2479	9916	1525
chunchura	11209	2419	9676	1525
bachai	11210	2577	10308	1530
landhi	11211	2591	10364	1530
kalichedu	11212	2463	9852	1531
tumnar	11213	2452	9808	1531
kakosi	11214	2399	9596	1529
avuku	11215	2386	9544	1529
raniya	11216	2378	9512	1534
churkati	11217	2519	10076	1534
chorkangma	11218	2621	10484	1529
kainpathri	11219	2634	10536	1529
warwania	11220	2217	8868	1529
keshopura	11221	2647	10588	1529
malvona	11222	2793	11172	1530
khemat	11223	2379	9516	1530
dalelganj	11224	2317	9268	1527
vilinjam	11225	2411	9644	1527
nodopuru	11226	2534	10136	1526
gauria	11227	2435	9740	1527
rora	11228	2345	9380	1530
kondegaon	11229	2617	10468	1530
semaria	11230	2176	8704	1532
docks	11300
delpura	11301	2176	8704	1432
janra	11302	2345	9380	1432
dehi	11303	2534	10136	1432
phiringa	11304	2317	9268	1430
pimpakhed	11305	2793	11172	1432
shirsadi	11306	2217	8868	1431
tarapur	11307	2621	10484	1430
goyamara	11308	2378	9512	1430
galparkher	11309	2399	9596	1431
kutral	11310	2463	9852	1428
sarpatpur	11311	2577	10308	1428
chapar	11312	2479	9916	1428
tavergira	11313	2763	11052	1431
kuju	11314	2526	10104	1432
barr	11315	2388	9552	1432
berindor	11316	2617	10468	1432
dubra	11317	2435	9740	1432
dhikola	11318	2411	9644	1425
bahirkand	11319	2379	9516	1425
tuticorin	11320	2647	10588	1423
saori	11321	2634	10536	1432
pokhraira	11322	2519	10076	1425
logirpur	11323	2386	9544	1430
ganda	11324	2452	9808	1431
toli	11325	2591	10364	1431
manjeri	11326	2419	9676	1429
markha	11327	2492	9968	1430
kheroda	11328	2507	10028	1428
sikhla	11329	2537	10148	1432
patapur	11330	2245	8980	1432
cave	11400
utai	11401	2617	10468	1471
mahpauli	11402	2435	9740	1471
labhera	11403	2411	9644	1472
tudou	11404	2379	9516	1472
churelkhera	11405	2647	10588	1472
begas	11406	2634	10536	1472
dingle	11407	2519	10076	1468
bungura	11408	2386	9544	1468
veppanapalli	11409	2452	9808	1468
pangzawl	11410	2591	10364	1468
dugda	11411	2419	9676	1473
baniara	11412	2492	9968	1470
tumnar	11413	2507	10028	1470
kachradin	11414	2537	10148	1470
alangiyam	11415	2245	8980	1470
satara	11416	2176	8704	1468
makhera	11417	2345	9380	1468
pittal	11418	2534	10136	1468
gote	11419	2317	9268	1465
champawat	11420	2793	11172	1465
birkera	11421	2217	8868	1465
rahata	11422	2621	10484	1472
andol	11423	2378	9512	1472
semartoli	11424	2399	9596	1468
golhaura	11425	2463	9852	1468
kandaura	11426	2577	10308	1468
kahao	11427	2479	9916	1471
birmoli	11428	2763	11052	1471
baharu	11429	2526	10104	1471
pilung	11430	2388	9552	1471
hatinh	11500
sakri	11501	2176	8704	1460
ghorwal	11502	2345	9380	1460
lhau	11503	2534	10136	1461
batai	11504	2317	9268	1461
tekipur	11505	2793	11172	1459
bharthana	11506	2217	8868	1459
killi	11507	2621	10484	1458
neyveli	11508	2378	9512	1458
amb	11509	2399	9596	1460
ghursinghi	11510	2463	9852	1462
dharamsala	11511	2577	10308	1462
cherlopalle	11512	2479	9916	1457
lakhpuri	11513	2763	11052	1457
tirutu	11514	2526	10104	1461
dholia	11515	2388	9552	1461
semma	11516	2617	10468	1458
hanota	11517	2435	9740	1458
kalandra	11518	2411	9644	1462
kusuinba	11519	2379	9516	1462
bishunpuri	11520	2647	10588	1458
asirgarh	11521	2634	10536	1459
ajnora	11522	2519	10076	1458
arwal	11523	2386	9544	1462
uppala	11524	2452	9808	1462
rongli	11525	2591	10364	1457
baghera	11526	2419	9676	1459
tanot	11527	2492	9968	1458
sengarmau	11528	2507	10028	1460
lundi	11529	2537	10148	1460
callinga	11530	2245	8980	1460
